Data Extract Date,WorkOrderKey,Work Order Description,Work Type,Work Criticality,EquipmentRef,Work Order Status,Condition For Work,Status Date,Target Finish Date,Schedule Start Date,Schedule Finish Date,Work Order Priority,Department,Discipline,Work Order Remaining Hours
"Sunday, March 31, 2019",390877,Work Order Description - 390877 - PM,PM,4.00,176720,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",390879,Work Order Description - 390879 - PM,PM,4.00,309635,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",390881,Work Order Description - 390881 - PM,PM,4.00,257256,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",390883,Work Order Description - 390883 - PM,PM,4.00,555211,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",390885,Work Order Description - 390885 - PM,PM,4.00,403170,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",390887,Work Order Description - 390887 - PM,PM,4.00,180380,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",390889,Work Order Description - 390889 - PM,PM,4.00,259940,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",390891,Work Order Description - 390891 - PSPM,PSPM,1.00,32838,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,OPERATIONS,SAFETY,7
"Sunday, March 31, 2019",390893,Work Order Description - 390893 - PM,PM,4.00,323513,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390895,Work Order Description - 390895 - PM,PM,4.00,29873,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390897,Work Order Description - 390897 - PM,PM,4.00,324380,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390899,Work Order Description - 390899 - PM,PM,4.00,323514,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390901,Work Order Description - 390901 - PM,PM,4.00,555546,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390903,Work Order Description - 390903 - PM,PM,4.00,555547,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390905,Work Order Description - 390905 - PM,PM,4.00,324404,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390907,Work Order Description - 390907 - PM,PM,4.00,29137,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",390909,Work Order Description - 390909 - PM,PM,4.00,29710,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,MECHANICAL,7
"Sunday, March 31, 2019",390911,Work Order Description - 390911 - PSPM,PSPM,1.00,499149,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,OPERATIONS,OPERATIONS,2
"Sunday, March 31, 2019",390913,Work Order Description - 390913 - PM,PM,4.00,479286,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,3,OPERATIONS,SAFETY,5
"Sunday, March 31, 2019",390915,Work Order Description - 390915 - PM,PM,4.00,479287,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,3,MAINTENANCE,SAFETY,3
"Sunday, March 31, 2019",390917,Work Order Description - 390917 - PSPM,PSPM,1.00,492125,SCHD,TPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,OPERATIONS,OPERATIONS,2
"Sunday, March 31, 2019",390919,Work Order Description - 390919 - PSPM,PSPM,4.00,383657,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390921,Work Order Description - 390921 - PSPM,PSPM,1.00,583867,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,OPERATIONS,SAFETY,5
"Sunday, March 31, 2019",390923,Work Order Description - 390923 - PM,PM,4.00,568109,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,5/18/2019,5/18/2019,2,MAINTENANCE,ELECTRICAL,8
"Sunday, March 31, 2019",390925,Work Order Description - 390925 - PSPM,PSPM,1.00,450481,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,ELECTRICAL,2
"Sunday, March 31, 2019",390927,Work Order Description - 390927 - PSPM,PSPM,1.00,458184,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,ELECTRICAL,92
"Sunday, March 31, 2019",390929,Work Order Description - 390929 - PM,PM,4.00,73091,SCHD,NORM-OPS,2/4/2019,10/24/2019,6/1/2019,6/1/2019,3,MAINTENANCE,ELECTRICAL,264
"Sunday, March 31, 2019",390931,Work Order Description - 390931 - PM,PM,4.00,449523,SCHD,NORM-OPS,2/4/2019,7/8/2019,6/1/2019,6/1/2019,3,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",390933,Work Order Description - 390933 - PSPM,PSPM,1.00,98010,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,INSTRUMENTS,14
"Sunday, March 31, 2019",390935,Work Order Description - 390935 - PSPM,PSPM,1.00,98010,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",390937,Work Order Description - 390937 - PM,PM,4.00,177386,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",390939,Work Order Description - 390939 - PM,PM,4.00,475685,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",390941,Work Order Description - 390941 - PM,PM,4.00,476159,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",390943,Work Order Description - 390943 - PM,PM,4.00,475671,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",390945,Work Order Description - 390945 - PM,PM,4.00,475683,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",390947,Work Order Description - 390947 - PM,PM,4.00,177387,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",390949,Work Order Description - 390949 - PM,PM,4.00,475686,SCHD,EQUIP-ISOL,2/4/2019,11/11/2019,6/1/2019,6/1/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",390951,Work Order Description - 390951 - PM,PM,2.00,502749,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,3,OPERATIONS,SAFETY,3
"Sunday, March 31, 2019",390953,Work Order Description - 390953 - PM,PM,4.00,501445,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,INTEGRITY,INSPECTION,72
"Sunday, March 31, 2019",390955,Work Order Description - 390955 - PM,PM,4.00,472794,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,INTEGRITY,INSPECTION,72
"Sunday, March 31, 2019",390957,Work Order Description - 390957 - PM,PM,3.00,482462,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",390959,Work Order Description - 390959 - PSPM,PSPM,1.00,259570,SCHD,SUBSYS-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",390963,Work Order Description - 390963 - PSPM,PSPM,1.00,255899,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,ELECTRICAL,22
"Sunday, March 31, 2019",390965,Work Order Description - 390965 - PSPM,PSPM,1.00,255832,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,MAINTENANCE,ELECTRICAL,30
"Sunday, March 31, 2019",390969,Work Order Description - 390969 - PM,PM,4.00,551618,SCHD,NORM-OPS,2/4/2019,7/2/2019,5/25/2019,5/25/2019,1,INTEGRITY,OPERATIONS,2
"Sunday, March 31, 2019",390971,Work Order Description - 390971 - PM,PM,4.00,35256,SCHD,NORM-OPS,2/4/2019,7/2/2019,5/25/2019,5/25/2019,1,INTEGRITY,OPERATIONS,2
"Sunday, March 31, 2019",390973,Work Order Description - 390973 - PM,PM,4.00,481645,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,OPERATIONS,MECHANICAL,8
"Sunday, March 31, 2019",390975,Work Order Description - 390975 - PSPM,PSPM,1.00,403514,SCHD,EQUIP-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,1,OPERATIONS,MECHANICAL,8
"Sunday, March 31, 2019",390977,Work Order Description - 390977 - PM,PM,4.00,216158,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,2,DRILLING,DRILLING,6
"Sunday, March 31, 2019",390979,Work Order Description - 390979 - PM,PM,4.00,95502,SCHD,PACK-ISOL,2/4/2019,7/2/2019,6/1/2019,6/1/2019,4,MAINTENANCE,MECHANICAL,2
"Sunday, March 31, 2019",390981,Work Order Description - 390981 - PM,PM,4.00,501056,SCHD,NORM-OPS,2/4/2019,8/31/2019,6/1/2019,6/1/2019,4,MAINTENANCE,MECHANICAL,2
"Sunday, March 31, 2019",390983,Work Order Description - 390983 - PM,PM,4.00,555301,SCHD,NORM-OPS,2/4/2019,7/2/2019,6/1/2019,6/1/2019,4,MAINTENANCE,MEDIC,21
"Sunday, March 31, 2019",391053,Work Order Description - 391053 - PM,PM,4.00,80369,SCHD,PACK-ISOL,2/13/2019,7/26/2019,7/13/2019,7/13/2019,2,MAINTENANCE,MECHANICAL,4
"Sunday, March 31, 2019",391055,Work Order Description - 391055 - PM,PM,4.00,448769,SCHD,SUBSYS-ISOL,2/13/2019,7/26/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,4
"Sunday, March 31, 2019",391057,Work Order Description - 391057 - PM,PM,2.00,128836,SCHD,PACK-ISOL,2/13/2019,7/26/2019,7/13/2019,7/23/2019,2,MAINTENANCE,MECHANICAL,74
"Sunday, March 31, 2019",391061,Work Order Description - 391061 - PSPM,PSPM,1.00,445511,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391063,Work Order Description - 391063 - PSPM,PSPM,1.00,445512,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391065,Work Order Description - 391065 - PSPM,PSPM,1.00,392053,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391067,Work Order Description - 391067 - PM,PM,3.00,375924,WPLAN,TPS,2/1/2019,7/2/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSPECTION,3
"Sunday, March 31, 2019",391069,Work Order Description - 391069 - PSPM,PSPM,1.00,78294,SCHD,NORM-OPS,2/13/2019,8/13/2019,7/13/2019,7/13/2019,3,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",391073,Work Order Description - 391073 - PSPM,PSPM,1.00,441710,WPLAN,TPS,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391075,Work Order Description - 391075 - PM,PM,3.00,527126,WPLAN,EQUIP-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391077,Work Order Description - 391077 - PM,PM,3.00,527127,WPLAN,EQUIP-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391079,Work Order Description - 391079 - PSPM,PSPM,1.00,527156,WPLAN,SYS-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391081,Work Order Description - 391081 - PSPM,PSPM,1.00,527161,WPLAN,SYS-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391083,Work Order Description - 391083 - PM,PM,3.00,74995,WPLAN,PACK-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391085,Work Order Description - 391085 - PM,PM,3.00,74987,WPLAN,EQUIP-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391087,Work Order Description - 391087 - PSPM,PSPM,1.00,527157,WPLAN,SYS-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391089,Work Order Description - 391089 - PSPM,PSPM,1.00,663475,WPLAN,PACK-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391091,Work Order Description - 391091 - PSPM,PSPM,1.00,392388,WPLAN,PACK-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391093,Work Order Description - 391093 - PSPM,PSPM,1.00,663490,WPLAN,PACK-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391095,Work Order Description - 391095 - PSPM,PSPM,1.00,128562,WPLAN,SYS-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391097,Work Order Description - 391097 - PM,PM,3.00,449119,WPLAN,EQUIP-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391099,Work Order Description - 391099 - PSPM,PSPM,1.00,435781,WPLAN,PACK-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391101,Work Order Description - 391101 - PSPM,PSPM,1.00,449111,WPLAN,SYS-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391103,Work Order Description - 391103 - PM,PM,3.00,449116,WPLAN,EQUIP-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,2,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391105,Work Order Description - 391105 - PSPM,PSPM,1.00,449117,WPLAN,SYS-ISOL,2/1/2019,7/2/2019,7/13/2019,7/13/2019,1,INTEGRITY,INSPECTION,4
"Sunday, March 31, 2019",391107,Work Order Description - 391107 - PM,PM,4.00,87815,SCHD,EQUIP-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",391109,Work Order Description - 391109 - PM,PM,4.00,78409,SCHD,EQUIP-ISOL,2/13/2019,8/31/2019,7/13/2019,7/13/2019,4,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",391111,Work Order Description - 391111 - PSPM,PSPM,1.00,375477,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,8
"Sunday, March 31, 2019",391113,Work Order Description - 391113 - PSPM,PSPM,1.00,127844,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,8
"Sunday, March 31, 2019",391115,Work Order Description - 391115 - PSPM,PSPM,1.00,74889,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,10
"Sunday, March 31, 2019",391117,Work Order Description - 391117 - PSPM,PSPM,1.00,74890,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,8
"Sunday, March 31, 2019",391119,Work Order Description - 391119 - PM,PM,3.00,375889,SCHD,PACK-ISOL,2/13/2019,7/26/2019,7/13/2019,7/13/2019,2,MAINTENANCE,ELECTRICAL,4
"Sunday, March 31, 2019",391121,Work Order Description - 391121 - PM,PM,3.00,396017,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",391123,Work Order Description - 391123 - PM,PM,3.00,78366,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",391125,Work Order Description - 391125 - PM,PM,3.00,396018,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",391127,Work Order Description - 391127 - PSPM,PSPM,1.00,396061,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391129,Work Order Description - 391129 - PSPM,PSPM,1.00,99595,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391131,Work Order Description - 391131 - PSPM,PSPM,1.00,99517,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391133,Work Order Description - 391133 - PSPM,PSPM,1.00,396149,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391135,Work Order Description - 391135 - PSPM,PSPM,1.00,78431,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391137,Work Order Description - 391137 - PSPM,PSPM,1.00,105850,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391139,Work Order Description - 391139 - PSPM,PSPM,1.00,78394,SCHD,TPS,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391141,Work Order Description - 391141 - PSPM,PSPM,1.00,99634,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391143,Work Order Description - 391143 - PSPM,PSPM,1.00,445299,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391145,Work Order Description - 391145 - PSPM,PSPM,1.00,78436,SCHD,SYS-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391147,Work Order Description - 391147 - PSPM,PSPM,1.00,186671,SCHD,SYS-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391149,Work Order Description - 391149 - PSPM,PSPM,1.00,395993,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391151,Work Order Description - 391151 - PSPM,PSPM,1.00,105707,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391153,Work Order Description - 391153 - PSPM,PSPM,1.00,395971,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391155,Work Order Description - 391155 - PSPM,PSPM,1.00,445294,SCHD,SYS-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391157,Work Order Description - 391157 - PSPM,PSPM,1.00,78370,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391159,Work Order Description - 391159 - PSPM,PSPM,1.00,99632,SCHD,SYS-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391161,Work Order Description - 391161 - PSPM,PSPM,1.00,127431,SCHD,TPS,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,27
"Sunday, March 31, 2019",391163,Work Order Description - 391163 - PSPM,PSPM,1.00,445296,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391165,Work Order Description - 391165 - PSPM,PSPM,1.00,450992,SCHD,NORM-OPS,2/4/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,SAFETY,4
"Sunday, March 31, 2019",391167,Work Order Description - 391167 - PSPM,PSPM,1.00,436705,SCHD,TPS,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,10
"Sunday, March 31, 2019",391169,Work Order Description - 391169 - PSPM,PSPM,1.00,669993,SCHD,TPS,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,10
"Sunday, March 31, 2019",391171,Work Order Description - 391171 - PSPM,PSPM,1.00,393042,WPLAN,EQUIP-ISOL,2/1/2019,7/2/2019,7/13/2019,7/14/2019,1,INTEGRITY,MECHANICAL,22
"Sunday, March 31, 2019",391173,Work Order Description - 391173 - PM,PM,4.00,528193,SCHD,NORM-OPS,2/4/2019,7/2/2019,7/13/2019,7/16/2019,1,INTEGRITY,INSPECTION,34
"Sunday, March 31, 2019",391175,Work Order Description - 391175 - PSPM,PSPM,1.00,396021,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391177,Work Order Description - 391177 - PSPM,PSPM,1.00,99778,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,2
"Sunday, March 31, 2019",391179,Work Order Description - 391179 - PSPM,PSPM,1.00,78357,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391181,Work Order Description - 391181 - PSPM,PSPM,1.00,105754,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391183,Work Order Description - 391183 - PSPM,PSPM,1.00,453840,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391185,Work Order Description - 391185 - PSPM,PSPM,1.00,105932,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391187,Work Order Description - 391187 - PSPM,PSPM,1.00,78430,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391189,Work Order Description - 391189 - PSPM,PSPM,1.00,396148,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391191,Work Order Description - 391191 - PSPM,PSPM,1.00,78428,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391193,Work Order Description - 391193 - PSPM,PSPM,1.00,78405,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391195,Work Order Description - 391195 - PSPM,PSPM,1.00,99488,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391197,Work Order Description - 391197 - PSPM,PSPM,1.00,78434,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391199,Work Order Description - 391199 - PSPM,PSPM,1.00,186672,SCHD,SYS-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391201,Work Order Description - 391201 - PSPM,PSPM,1.00,105759,SCHD,PACK-ISOL,2/13/2019,7/2/2019,7/13/2019,7/13/2019,1,MAINTENANCE,INSTRUMENTS,1
"Sunday, March 31, 2019",391203,Work Order Description - 391203 - PM,PM,3.00,105711,SCHD,PACK-ISOL,2/13/2019,9/18/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",391205,Work Order Description - 391205 - PM,PM,3.00,105738,SCHD,PACK-ISOL,2/13/2019,9/18/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,3
"Sunday, March 31, 2019",391207,Work Order Description - 391207 - PM,PM,3.00,78377,SCHD,PACK-ISOL,2/13/2019,9/18/2019,7/13/2019,7/13/2019,2,MAINTENANCE,INSTRUMENTS,3
